Tittle_Name,tmdb_id,name,media_type,vote_average,vote_count,popularity,release_date,runtime,genres,director,top_cast,overview
"""Healer",99071,Redo of Healer,tv,8.334,1005,23.5569,2021-01-13,,"Animação, Action & Adventure, Sci-Fi & Fantasy, Drama, Crime",,"保住有哉, Ayano Shibuya, Shizuka Ishigami, 相川奈都姫, 高森奈津美","A história se passa em um mundo de fantasia, acompanhando Keyar, um healer (Curandeiro) que foi traído e usado pelos seus companheiros de grupo por sua classe ser vista como inútil, já que não pode lutar sozinha. Entretanto, após certos eventos, Keyar desperta uma magia de cura suprema, “regenerando” seu própria mundo e voltando no tempo 4 anos antes, para que assim possa refazer sua vida, e ter sua vingança contra todos que fizeram mal a ele."
"""Uma Noite de Primavera",89604,Uma Noite de Primavera,tv,8.0,76,4.6144,2019-05-22,,Drama,,"Han Ji Min, Jung Hae-in, 김준한, 주민경, 김창완","Lee Jeong-in (Han Ji-Min) é uma bibliotecária que está em um relacionamento com um bancário, Kwon Gi-seok (Kim Jun-han) por 4 anos. Enquanto Yoo Ji-ho (Jung Hae-in) é um farmacêutico, e um pai solteiro. Ele se graduou um ano após Kwon Gi-seok na mesma universidade. Pouco após conhecerem um ao outro, Jin-ho e Jeong-in veem o amor e relacionamentos por uma nova perspectiva. (Fonte: Wikipédia)"
"""Delírio",294282,Delírio,tv,7.0,14,0.9703,2025-07-18,,Drama,,"Estefania Piñeres, Juan Pablo Raba, Juan Pablo Urrego, Paola Turbay, José Julián Gaviria","Quando a esposa Agustina começa a delirar, um professor investiga seu passado obscuro para juntar as peças e descobrir a causa da loucura."
"""Os Thundermans",58981,Os Thundermans,tv,8.016,593,16.817,2013-10-14,,"Action & Adventure, Comédia, Família, Sci-Fi & Fantasy",,"Kira Kosarin, Jack Griffo, Addison Riecke, Diego Velazquez, Chris Tallman","A série fala sobre uma família suburbana com superpoderes. Os gêmeos especificamente de 14 anos de idade Phoebe e Max uma super-heroína e um supervilão. Eles se mudaram para Hiddenville para viver uma vida normal, mas manter a identidade secreta em segredo não é tão fácil assim mas fazem tudo pelos que amam."
"""Ángela",11227,Angel-A,movie,6.959,773,1.7599,2005-12-21,91.0,"Romance, Comédia, Drama, Fantasia",Luc Besson,"Jamel Debbouze, Rie Rasmussen, Gilbert Melki, Serge Riaboukine, Akim Chir","Endividado até a alma, o neurótico André (Jamel Debbouze) decide colocar um fim na incansável perseguição que sofre pelos credores, sacrificando a própria vida. Na mesma ponte de Paris que pretende se atirar, uma mulher de cabelos loiros também tenta o suicídio, mas é impedida pelo rapaz. Ela é Angela (Rie Rasmussen) e decide retribuir a ajuda de seu salvador. Os dois passam a noite tentando resolver seus problemas, além de um mistério."
"""Gilmore Girls",4586,"Gilmore Girls: Tal Mãe, Tal Filha",tv,7.899,1215,61.2678,2000-10-05,,"Comédia, Drama",,"Lauren Graham, Alexis Bledel, Scott Patterson, Melissa McCarthy, Keiko Agena","Em uma pequena cidade que mistura sonhadores, artistas e pessoas comuns, este drama multigeracional sobre família e amizade gira em torno da relação de Lorelai Gilmore e sua filha, Rory."
"""Lei e ordem",549,Lei & Ordem,tv,7.3,669,250.4626,1990-09-13,,"Crime, Drama",,"Reid Scott, Maura Tierney, Tony Goldwyn, Hugh Dancy, Odelya Halevi","O drama mostra o processo complicado de determinar a culpa ou a inocência, quando vidas estão em jogo. Muitas vezes inspirado pelas notícias mais recentes, o enredo destaca dilemas éticos e pessoais."
"""Homem Com H""",1212121,Homem com H,movie,8.1,134,1.6321,2025-05-01,130.0,"Drama, Música",Esmir Filho,"Jesuíta Barbosa, Rômulo Braga, Hermila Guedes, Davi Malizia, Jullio Reis","Dono de uma voz inconfundível e de performances memoráveis, Ney Matogrosso morava com os pais e irmãos na pequena cidade de Bela Vista (MS). Os embates com o pai, que insistia que o menino “virasse homem”, levaram Ney a se afastar da família, antes de enveredar para a vida artística. Anos depois de sair de casa, em São Paulo, estreou como vocalista dos Secos e Molhados, dando início às performances históricas que o definiram como um dos maiores artistas brasileiros da atualidade."
"""Good Witch",61864,A Bruxa do Bem,tv,7.7,271,18.6603,2015-02-28,,"Comédia, Drama, Sci-Fi & Fantasy",,"Catherine Bell, James Denton, Catherine Disher, Sarah Power, Rhys Matthew Bond","Cassie Nightingale, a 'bruxa' favorita de Middleton, e sua filha adolescente Grace, que compartilha a mesma intuição especial de sua mãe, dão as boas-vindas ao Dr. Sam Radford e seu filho que vieram de Nova York e se mudam para perto da Casa Cinza. Eles são imediatamente fascinados pela dupla mãe e filha na porta ao lado, mas Sam e Cassie rapidamente descobrem que podem não concordar com os métodos  um do outro. Com seu charme característico, Cassie tenta reunir todos, garantindo que Middleton receba novas mudanças, grandes surpresas e, é claro, um pouco de magia!"
"""Round 6",93405,Round 6,tv,7.858,17191,59.0765,2021-09-17,,"Action & Adventure, Mistério, Drama",,"Lee Jung-jae, 임시완, Wi Ha-jun, Jo Yuri, Lee Byung-hun","Centenas de jogadores falidos aceitam um estranho convite para um jogo de sobrevivência. Um prêmio milionário aguarda, mas as apostas são altas e mortais."
"""Inferno em La Palma",242977,Inferno em La Palma,tv,6.88,246,5.8793,2024-12-12,,Drama,Kasper Barfoed,"Anders Baasmo Christiansen, Ingrid Bolsø Berdal, Alma Günther, Bernard Storm Lager, Jenny Evensen",Uma família norueguesa de férias em La Palma enfrenta um desastre quando uma jovem pesquisadora descobre sinais alarmantes de uma erupção vulcânica iminente.
"""Love Next Door",99754,Love The Chef Next Door,tv,0.0,0,1.1902,2020-02-24,,Drama,,"Wang Shasha, 张耀, An Ziyang, Guo Xuan, Zhang Bozhi","Dois casais perseguem seus sonhos por meio de seu amor pela comida, enquanto uma série de contratempos bobos ocorre. Enquanto isso, o chocante segredo por trás do restaurante Blood vem à tona."
"""The Devil Judge",119772,O Juiz do Diabo,tv,8.5,64,4.9848,2021-07-03,,"Mistério, Drama, Crime",최정규,"지성, 김민정, Park Jin Young, 박규영, Jang Young Nam","É um drama que visa transmitir uma mensagem sobre justiça através de um ""show de tribunal ao vivo"" do qual toda a nação participa. É Kang Yo Han, o ""juiz do diabo"" titular que emerge em meio ao caos e à confusão, um herói do povo ou um demônio que usa a máscara da lei?"
"""Signal",103147,Heart Signal Chinese Version,tv,5.4,6,30.3443,2018-08-26,,Reality,,"Du Haitao, 馬伯騫, 言承旭, Chunye Zhang, 디에잇","O que pode acontecer quando estranhos completos vivem juntos sob o mesmo teto? Um programa de variedades chinês que reúne um grupo de estranhos para morar juntos na mesma casa por 30 dias. Guan Hong, Yang Chao Yue, Zhu Ya Wen, Zhang Yu Qi e Jiang Si Da são membros do painel que passam comentários de seus assentos na primeira fila sobre todas as interações dos colegas de casa. Quais conflitos e conexões se desenvolvem entre os novos colegas de casa?"
"""Brain Works",206674,Trabalho Cerebral,tv,4.375,16,4.4252,2023-01-02,,"Drama, Mistério, Comédia",,"정용화, 차태현, 곽선영, 예지원, 정동환",Dois homens desafortunados se tornam um duo cômico para investigar casos criminais envolvendo uma rara doença cerebral juntos.
"""Suspicious Partner",71349,Parceira Suspeita,tv,7.844,163,7.1924,2017-05-10,,"Comédia, Crime, Drama",박선호,"지창욱, 남지현, 최태준, 권나라, Dong Ha","No Ji Wook é um promotor com uma alta taxa de sucesso. Sua vida é perturbada quando ele é designado para trabalhar com a estagiária Eun Bong Hee, uma ex-atleta de Taekwondo positiva e ingênua, em um caso envolvendo um assassino com amnésia que comete o mesmo assassinato repetidamente. Mas quando eles se tonam alvos do assassino os dois precisarão aprender a trabalhar juntos para sua própria sobrevivência, e acabam se apaixonando durante essa perseguição."
"""Man to Man",70595,Man to Man,tv,7.4,49,4.1892,2017-04-21,,"Action & Adventure, Drama",Lee Chang-min,"박해진, 박성웅, 장현성, 정만식, 이시언","Disfarçado de guarda-costas, um agente secreto precisa cumprir seu dever enquanto lida com os caprichos de um grande astro do cinema."
"""Divorce Attorney Shin",204241,O Advogado de Divórcio,tv,7.846,39,4.9326,2023-03-04,,Drama,,"조승우, 한혜진, Kim Sung Kyun, 정문성, Lee Eun-jae","Após uma tragédia na família, um ex-pianista se torna advogado e mergulha de cabeça no complexo mundo dos divórcios, fazendo de tudo por seus clientes."
"""Anúncio",432124,Belo Monte: Anúncio de uma Guerra,movie,8.0,2,0.0143,2012-06-17,100.0,Documentário,André D'Elia,,"Belo Monte é uma usina hidrelétrica que o governo pretende instalar no coração da Amazônia, na Volta Grande do Rio Xingu, na cidade de Altamira, Pará. O documentário é um projeto independente e coletivo a respeito dessa obra, filmado durante três expedições à região do Rio Xingu, revelando os bastidores da mais polêmica obra planejada no Brasil, com entrevistas com os principais envolvidos, entre eles lideranças indígenas (como os caciques Raoni e Megaron), o procurador da República (Felício Pontes), o presidente da Funai (Márcio Meira) e políticos locais a favor da construção."
